,periodStartDate,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries
1406,2020-03-06,unpaid,direct,0.0,0,0,534,7,6
1407,2020-03-06,unpaid,facebook,0.0,0,0,61,1,1
1408,2020-03-06,unpaid,internal,0.0,0,0,159,0,0
1409,2020-03-06,unpaid,notset,0.0,0,0,24,2,2
1410,2020-03-06,unpaid,organic,0.0,0,0,627,9,8
1411,2020-03-06,unpaid,referral,0.0,0,0,70,0,0
1412,2020-03-07,AdWords,adwords_bra,78.02,311,147,181,11,11
1413,2020-03-07,AdWords,adwords_pla,6449.96,138562,1853,1922,19,18
1414,2020-03-07,AdWords,adwords_rem,871.32,22172,232,256,0,0
1415,2020-03-07,AdWords,adwords_sea,43.36,381,21,31,0,0
1416,2020-03-07,FacebookBusinessAdsManager,facebook,71.66,1575,38,0,0,0
1417,2020-03-07,FirmyCz,zbozi,80.54,714,6,1,0,0
1418,2020-03-07,HeurekaCz,heureka,130.8,0,42,63,1,1
1419,2020-03-07,Not tracked,notset,0.0,0,0,0,5,5
1420,2020-03-07,RtbHouse,rtbhouse,1579.58,29936,691,480,3,2
1421,2020-03-07,Silverpop,emailing,1290.32,0,0,824,21,21
1422,2020-03-07,Sklik,sklik_bra,43.1,135,71,76,3,3
1423,2020-03-07,Sklik,sklik_pla,72.7,1309,24,20,0,0
1424,2020-03-07,Sklik,sklik_rem,376.7,12457,113,110,1,1
1425,2020-03-07,Sklik,sklik_sea,172.99,675,71,74,0,0
1426,2020-03-07,ZboziCz,zbozi,368.72,2545,56,46,1,1
1427,2020-03-07,unpaid,direct,0.0,0,0,475,3,3
1428,2020-03-07,unpaid,facebook,0.0,0,0,14,0,0
1429,2020-03-07,unpaid,internal,0.0,0,0,151,0,0
1430,2020-03-07,unpaid,notset,0.0,0,0,17,1,1
1431,2020-03-07,unpaid,organic,0.0,0,0,571,4,4
1432,2020-03-07,unpaid,referral,0.0,0,0,69,2,2
1433,2020-03-08,AdWords,adwords_bra,107.65,292,150,183,12,12
1434,2020-03-08,AdWords,adwords_pla,9344.609999999999,179378,2393,2517,33,32
1435,2020-03-08,AdWords,adwords_rem,884.01,18729,196,202,4,3
1436,2020-03-08,AdWords,adwords_sea,41.78,397,20,26,1,1
1437,2020-03-08,FacebookBusinessAdsManager,facebook,256.9,5521,275,0,0,0
1438,2020-03-08,FirmyCz,zbozi,80.54,714,7,2,0,0
1439,2020-03-08,HeurekaCz,heureka,120.2,0,37,62,1,1
1440,2020-03-08,Not tracked,notset,0.0,0,0,0,7,7
1441,2020-03-08,RtbHouse,rtbhouse,1554.17,34825,876,644,10,10
1442,2020-03-08,Silverpop,emailing,1290.32,0,0,430,21,20
1443,2020-03-08,Sklik,sklik_bra,64.0,126,95,110,5,4
1444,2020-03-08,Sklik,sklik_pla,84.8,1441,28,32,1,1
1445,2020-03-08,Sklik,sklik_rem,0.0,0,0,154,2,2
1446,2020-03-08,Sklik,sklik_sea,162.83,761,75,74,0,0
1447,2020-03-08,ZboziCz,zbozi,528.02,2968,85,63,0,0
1448,2020-03-08,unpaid,direct,0.0,0,0,480,11,10
1449,2020-03-08,unpaid,facebook,0.0,0,0,22,1,1
1450,2020-03-08,unpaid,internal,0.0,0,0,198,0,0
1451,2020-03-08,unpaid,notset,0.0,0,0,14,0,0
1452,2020-03-08,unpaid,organic,0.0,0,0,661,5,4
1453,2020-03-08,unpaid,referral,0.0,0,0,82,0,0
1454,2020-03-09,AdWords,adwords_bra,199.1,393,209,244,9,9
1455,2020-03-09,AdWords,adwords_pla,11965.23,225697,2611,2692,27,27
1456,2020-03-09,AdWords,adwords_rem,883.6,25894,203,218,0,0
1457,2020-03-09,AdWords,adwords_sea,53.29,576,23,34,0,0
1458,2020-03-09,Bing,bing,0.0,0,0,1,0,0
1459,2020-03-09,FacebookBusinessAdsManager,facebook,16.42,3048,4,0,0,0
1460,2020-03-09,FirmyCz,zbozi,80.54,804,3,5,0,0
1461,2020-03-09,HeurekaCz,heureka,159.3,0,43,65,1,1
1462,2020-03-09,Not tracked,notset,0.0,0,0,0,16,12
1463,2020-03-09,RtbHouse,rtbhouse,1059.8,46770,833,627,3,3
1464,2020-03-09,Silverpop,emailing,1290.32,0,0,1417,17,17
1465,2020-03-09,Sklik,sklik_bra,57.4,151,91,109,2,2
1466,2020-03-09,Sklik,sklik_pla,64.5,1943,27,30,1,1
1467,2020-03-09,Sklik,sklik_rem,402.5,16256,121,107,1,1
1468,2020-03-09,Sklik,sklik_sea,120.9,806,59,58,0,0
1469,2020-03-09,ZboziCz,zbozi,549.66,2837,85,65,1,1
1470,2020-03-09,unpaid,direct,0.0,0,0,616,8,8
1471,2020-03-09,unpaid,facebook,0.0,0,0,46,0,0
1472,2020-03-09,unpaid,internal,0.0,0,0,150,0,0
1473,2020-03-09,unpaid,notset,0.0,0,0,34,0,0
1474,2020-03-09,unpaid,organic,0.0,0,0,773,10,10
1475,2020-03-09,unpaid,referral,0.0,0,0,94,1,1
1476,2020-03-10,AdWords,adwords_bra,122.73,341,191,218,7,7
1477,2020-03-10,AdWords,adwords_pla,8189.66,157020,1681,1763,28,27
1478,2020-03-10,AdWords,adwords_rem,892.01,17451,142,159,1,1
1479,2020-03-10,AdWords,adwords_sea,54.24,534,21,22,0,0
1480,2020-03-10,FacebookBusinessAdsManager,facebook,29.7,5220,7,0,0,0
1481,2020-03-10,FirmyCz,zbozi,80.54,804,3,3,0,0
1482,2020-03-10,HeurekaCz,heureka,122.3,0,32,40,0,0
1483,2020-03-10,Not tracked,notset,0.0,0,0,0,16,13
1484,2020-03-10,RtbHouse,rtbhouse,1775.61,50138,954,667,5,5
1485,2020-03-10,Silverpop,emailing,1290.32,0,0,1724,28,28
1486,2020-03-10,Sklik,sklik_bra,64.3,150,112,123,4,4
1487,2020-03-10,Sklik,sklik_pla,116.3,1414,38,41,2,2
1488,2020-03-10,Sklik,sklik_rem,357.4,18117,114,124,0,0
1489,2020-03-10,Sklik,sklik_sea,132.84,658,49,49,1,1
1490,2020-03-10,ZboziCz,zbozi,378.06,2554,50,44,1,1
1491,2020-03-10,unpaid,direct,0.0,0,0,542,14,14
1492,2020-03-10,unpaid,facebook,0.0,0,0,28,1,1
1493,2020-03-10,unpaid,internal,0.0,0,0,166,0,0
1494,2020-03-10,unpaid,notset,0.0,0,0,32,3,3
1495,2020-03-10,unpaid,organic,0.0,0,0,676,12,11
1496,2020-03-10,unpaid,referral,0.0,0,0,88,0,0
1497,2020-03-11,AdWords,adwords_bra,128.73,414,225,255,6,5
1498,2020-03-11,AdWords,adwords_pla,8250.8,138512,1536,1701,18,18
1499,2020-03-11,AdWords,adwords_rem,768.95,24071,197,226,0,0
1500,2020-03-11,AdWords,adwords_sea,67.37,575,34,35,0,0
1501,2020-03-11,FacebookBusinessAdsManager,facebook,31.96,5186,14,0,0,0
1502,2020-03-11,FirmyCz,zbozi,80.54,804,3,2,0,0
1503,2020-03-11,HeurekaCz,heureka,112.6,0,35,56,1,1
1504,2020-03-11,Not tracked,notset,0.0,0,0,0,22,18
1505,2020-03-11,RtbHouse,rtbhouse,2450.12,47138,837,648,4,4
1506,2020-03-11,Silverpop,emailing,1290.32,0,0,2693,18,18
1507,2020-03-11,Sklik,sklik_bra,60.8,147,101,119,9,9
1508,2020-03-11,Sklik,sklik_pla,94.6,1669,40,42,0,0
1509,2020-03-11,Sklik,sklik_rem,371.7,18597,121,124,2,2
1510,2020-03-11,Sklik,sklik_sea,156.85999999999999,837,67,66,0,0
1511,2020-03-11,ZboziCz,zbozi,775.11,2556,72,51,2,2
1512,2020-03-11,unpaid,direct,0.0,0,0,588,14,13
1513,2020-03-11,unpaid,facebook,0.0,0,0,26,0,0
1514,2020-03-11,unpaid,internal,0.0,0,0,146,0,0
1515,2020-03-11,unpaid,notset,0.0,0,0,26,1,1
1516,2020-03-11,unpaid,organic,0.0,0,0,729,11,11
1517,2020-03-11,unpaid,referral,0.0,0,0,96,2,2
1518,2020-03-12,AdWords,adwords_bra,168.97,322,189,221,9,8
1519,2020-03-12,AdWords,adwords_pla,8334.529999999999,152166,1829,1906,31,31
1520,2020-03-12,AdWords,adwords_rem,739.34,21564,165,191,0,0
1521,2020-03-12,AdWords,adwords_sea,38.739999999999995,367,16,21,0,0
1522,2020-03-12,FacebookBusinessAdsManager,facebook,32.36,5473,12,0,0,0
1523,2020-03-12,FirmyCz,zbozi,80.54,804,4,0,0,0
1524,2020-03-12,HeurekaCz,heureka,89.3,0,26,45,0,0
1525,2020-03-12,Not tracked,notset,0.0,0,0,0,22,18
1526,2020-03-12,RtbHouse,rtbhouse,6112.95,58330,1068,736,11,10
1527,2020-03-12,Silverpop,emailing,1290.32,0,0,1747,25,25
1528,2020-03-12,Sklik,notset,0.0,0,0,1,0,0
1529,2020-03-12,Sklik,sklik_bra,48.3,117,78,87,3,3
1530,2020-03-12,Sklik,sklik_pla,69.0,1672,30,32,0,0
1531,2020-03-12,Sklik,sklik_rem,375.5,21130,129,137,1,1
1532,2020-03-12,Sklik,sklik_sea,146.04,716,49,49,0,0
1533,2020-03-12,ZboziCz,zbozi,373.94,2046,46,48,3,3
1534,2020-03-12,unpaid,direct,0.0,0,0,533,13,12
1535,2020-03-12,unpaid,facebook,0.0,0,0,20,0,0
1536,2020-03-12,unpaid,internal,0.0,0,0,303,0,0
1537,2020-03-12,unpaid,notset,0.0,0,0,20,0,0
1538,2020-03-12,unpaid,organic,0.0,0,0,579,6,6
1539,2020-03-12,unpaid,referral,0.0,0,0,70,0,0
1540,2020-03-13,AdWords,adwords_bra,161.65,291,153,180,5,5
1541,2020-03-13,AdWords,adwords_pla,3933.26,105265,1230,1341,20,20
1542,2020-03-13,AdWords,adwords_rem,643.64,18667,149,173,0,0
1543,2020-03-13,AdWords,adwords_sea,38.769999999999996,431,18,21,0,0
1544,2020-03-13,FacebookBusinessAdsManager,facebook,31.65,5587,9,0,0,0
1545,2020-03-13,FirmyCz,zbozi,80.54,804,3,8,0,0
1546,2020-03-13,HeurekaCz,heureka,0.0,0,0,23,4,4
1547,2020-03-13,Not tracked,notset,0.0,0,0,0,15,11
1548,2020-03-13,RtbHouse,rtbhouse,1798.76,48960,929,664,4,4
1549,2020-03-13,Silverpop,emailing,1290.32,0,0,1892,30,29
1550,2020-03-13,Sklik,sklik_bra,48.3,113,75,83,5,5
1551,2020-03-13,Sklik,sklik_pla,77.9,1594,27,29,0,0
1552,2020-03-13,Sklik,sklik_rem,399.59999999999997,20349,126,115,1,1
1553,2020-03-13,Sklik,sklik_sea,106.41,694,41,40,0,0
1554,2020-03-13,ZboziCz,zbozi,432.02,2190,56,54,2,2
1555,2020-03-13,unpaid,direct,0.0,0,0,531,8,7
1556,2020-03-13,unpaid,facebook,0.0,0,0,14,0,0
1557,2020-03-13,unpaid,internal,0.0,0,0,562,0,0
1558,2020-03-13,unpaid,notset,0.0,0,0,15,0,0
1559,2020-03-13,unpaid,organic,0.0,0,0,511,6,6
1560,2020-03-13,unpaid,referral,0.0,0,0,71,2,2
1561,2020-03-14,AdWords,adwords_bra,41.3,189,104,133,2,2
1562,2020-03-14,AdWords,adwords_pla,5836.26,112020,1600,1596,28,26
1563,2020-03-14,AdWords,adwords_rem,394.06,15702,103,109,0,0
1564,2020-03-14,AdWords,adwords_sea,52.74,263,16,27,1,1
1565,2020-03-14,FacebookBusinessAdsManager,facebook,31.22,5665,6,0,0,0
1566,2020-03-14,FirmyCz,zbozi,80.54,804,3,0,0,0
1567,2020-03-14,HeurekaCz,heureka,0.0,0,0,9,0,0
1568,2020-03-14,Not tracked,notset,0.0,0,0,0,4,3
1569,2020-03-14,RtbHouse,rtbhouse,507.71,42043,920,644,3,2
1570,2020-03-14,Silverpop,emailing,1290.32,0,0,966,16,16
1571,2020-03-14,Sklik,sklik_bra,44.8,104,67,72,1,1
1572,2020-03-14,Sklik,sklik_pla,87.5,2081,26,24,0,0
1573,2020-03-14,Sklik,sklik_rem,331.0,17545,115,113,0,0
1574,2020-03-14,Sklik,sklik_sea,105.58,554,54,50,0,0
1575,2020-03-14,ZboziCz,zbozi,397.27,1921,47,50,1,1
1576,2020-03-14,unpaid,direct,0.0,0,0,385,2,2
1577,2020-03-14,unpaid,facebook,0.0,0,0,22,0,0
1578,2020-03-14,unpaid,internal,0.0,0,0,464,0,0
1579,2020-03-14,unpaid,notset,0.0,0,0,11,1,1
1580,2020-03-14,unpaid,organic,0.0,0,0,407,5,5
1581,2020-03-14,unpaid,referral,0.0,0,0,45,1,1
1582,2020-03-15,AdWords,adwords_bra,92.52,274,169,184,8,7
1583,2020-03-15,AdWords,adwords_pla,9770.59,154083,2158,2162,35,32
1584,2020-03-15,AdWords,adwords_rem,763.42,23298,216,224,1,1
1585,2020-03-15,AdWords,adwords_sea,13.57,325,8,14,0,0
1586,2020-03-15,Adform,adform_prospecting,0.0,0,0,1,0,0
1587,2020-03-15,FacebookBusinessAdsManager,facebook,26.69,5343,2,0,0,0
1588,2020-03-15,FirmyCz,zbozi,80.54,804,3,0,0,0
1589,2020-03-15,HeurekaCz,heureka,0.0,0,0,12,1,1
1590,2020-03-15,Not tracked,notset,0.0,0,0,0,9,6
1591,2020-03-15,RtbHouse,rtbhouse,1730.34,48765,1051,759,5,4
1592,2020-03-15,Silverpop,emailing,1290.32,0,0,522,19,18
1593,2020-03-15,Sklik,sklik_bra,53.5,105,82,92,2,2
1594,2020-03-15,Sklik,sklik_pla,158.6,2199,39,39,2,2
1595,2020-03-15,Sklik,sklik_rem,497.59999999999997,19833,174,151,1,1
1596,2020-03-15,Sklik,sklik_sea,164.1,551,59,60,0,0
1597,2020-03-15,ZboziCz,zbozi,373.86,2546,58,55,0,0
1598,2020-03-15,unpaid,direct,0.0,0,0,459,5,5
1599,2020-03-15,unpaid,facebook,0.0,0,0,14,0,0
1600,2020-03-15,unpaid,internal,0.0,0,0,575,0,0
1601,2020-03-15,unpaid,notset,0.0,0,0,24,0,0
1602,2020-03-15,unpaid,organic,0.0,0,0,495,5,5
1603,2020-03-15,unpaid,push,0.0,0,0,1,0,0
1604,2020-03-15,unpaid,referral,0.0,0,0,61,0,0
1605,2020-03-16,AdWords,adwords_bra,137.22,335,196,226,5,5
1606,2020-03-16,AdWords,adwords_pla,11956.21,192741,2077,2198,48,48
1607,2020-03-16,AdWords,adwords_rem,1023.83,32700,226,241,0,0
1608,2020-03-16,AdWords,adwords_sea,43.199999999999996,315,19,27,0,0
1609,2020-03-16,FirmyCz,zbozi,80.54,1114,8,0,0,0
1610,2020-03-16,HeurekaCz,heureka,73.4,0,19,23,0,0
1611,2020-03-16,Not tracked,notset,0.0,0,0,0,24,23
1612,2020-03-16,RtbHouse,rtbhouse,204.65,35215,635,479,2,2
1613,2020-03-16,Silverpop,emailing,1290.32,0,0,1232,18,18
1614,2020-03-16,Sklik,sklik_bra,54.8,131,92,99,3,3
1615,2020-03-16,Sklik,sklik_pla,151.1,3042,42,42,0,0
1616,2020-03-16,Sklik,sklik_rem,478.87,22427,159,154,1,1
1617,2020-03-16,Sklik,sklik_sea,107.29999999999998,590,42,42,0,0
1618,2020-03-16,ZboziCz,zbozi,346.07,2000,44,47,2,2
1619,2020-03-16,unpaid,direct,0.0,0,0,524,9,9
1620,2020-03-16,unpaid,facebook,0.0,0,0,9,0,0
1621,2020-03-16,unpaid,internal,0.0,0,0,468,0,0
1622,2020-03-16,unpaid,notset,0.0,0,0,20,0,0
1623,2020-03-16,unpaid,organic,0.0,0,0,504,9,9
1624,2020-03-16,unpaid,referral,0.0,0,0,49,0,0
1625,2020-03-17,AdWords,adwords_bra,172.15,341,208,225,11,10
1626,2020-03-17,AdWords,adwords_pla,9684.85,166420,1871,1917,32,30
1627,2020-03-17,AdWords,adwords_rem,1121.63,31299,249,250,2,2
1628,2020-03-17,AdWords,adwords_sea,32.22,297,18,21,0,0
1629,2020-03-17,FacebookBusinessAdsManager,facebook,249.65,7857,380,0,0,0
1630,2020-03-17,FirmyCz,zbozi,80.54,891,7,1,0,0
1631,2020-03-17,HeurekaCz,heureka,75.0,0,25,39,2,2
1632,2020-03-17,Not tracked,notset,0.0,0,0,0,16,10
1633,2020-03-17,RtbHouse,rtbhouse,380.38,26805,540,364,4,4
1634,2020-03-17,Silverpop,emailing,1290.32,0,0,1764,28,27
1635,2020-03-17,Sklik,sklik_bra,43.7,120,73,85,7,7
1636,2020-03-17,Sklik,sklik_pla,92.5,3065,24,26,1,1
1637,2020-03-17,Sklik,sklik_rem,472.45,22202,158,160,0,0
1638,2020-03-17,Sklik,sklik_sea,97.4,605,39,41,1,1
1639,2020-03-17,ZboziCz,zbozi,305.26,2139,52,38,2,2
1640,2020-03-17,unpaid,direct,0.0,0,0,461,7,7
1641,2020-03-17,unpaid,facebook,0.0,0,0,39,0,0
1642,2020-03-17,unpaid,internal,0.0,0,0,499,0,0
1643,2020-03-17,unpaid,notset,0.0,0,0,18,0,0
1644,2020-03-17,unpaid,organic,0.0,0,0,480,6,6
1645,2020-03-17,unpaid,referral,0.0,0,0,63,1,1
1646,2020-03-18,AdWords,adwords_bra,59.9,240,133,164,5,4
1647,2020-03-18,AdWords,adwords_pla,8935.19,162401,1751,1757,40,39
1648,2020-03-18,AdWords,adwords_rem,1006.3,25109,185,190,2,2
1649,2020-03-18,AdWords,adwords_sea,25.06,243,11,19,0,0
1650,2020-03-18,FacebookBusinessAdsManager,facebook,247.32,7502,285,0,0,0
1651,2020-03-18,FirmyCz,zbozi,0.0,893,8,1,0,0
1652,2020-03-18,HeurekaCz,heureka,122.0,0,28,32,1,1
1653,2020-03-18,Not tracked,notset,0.0,0,0,0,21,17
1654,2020-03-18,RtbHouse,rtbhouse,920.75,27032,549,403,4,4
1655,2020-03-18,Silverpop,emailing,1290.32,0,0,1428,28,27
1656,2020-03-18,Sklik,sklik_bra,48.3,128,74,87,2,2
1657,2020-03-18,Sklik,sklik_pla,91.9,2839,24,28,1,1
1658,2020-03-18,Sklik,sklik_rem,352.0,20066,126,141,1,1
1659,2020-03-18,Sklik,sklik_sea,99.54,498,39,47,0,0
1660,2020-03-18,ZboziCz,zbozi,373.1,2011,50,47,3,3
1661,2020-03-18,unpaid,direct,0.0,0,0,480,10,9
1662,2020-03-18,unpaid,facebook,0.0,0,0,23,0,0
1663,2020-03-18,unpaid,internal,0.0,0,0,438,0,0
1664,2020-03-18,unpaid,notset,0.0,0,0,17,1,1
1665,2020-03-18,unpaid,organic,0.0,0,0,452,0,0
1666,2020-03-18,unpaid,referral,0.0,0,0,55,0,0
1667,2020-03-19,AdWords,adwords_bra,119.28,278,151,186,9,9
1668,2020-03-19,AdWords,adwords_pla,6659.15,141319,1513,1590,41,41
1669,2020-03-19,AdWords,adwords_rem,687.7,23027,162,170,0,0
1670,2020-03-19,AdWords,adwords_sea,38.980000000000004,270,13,23,0,0
1671,2020-03-19,FacebookBusinessAdsManager,facebook,411.22,10385,394,0,0,0
1672,2020-03-19,FirmyCz,zbozi,80.54,668,5,3,0,0
1673,2020-03-19,HeurekaCz,heureka,73.0,0,21,34,2,2
1674,2020-03-19,Not tracked,notset,0.0,0,0,0,26,19
1675,2020-03-19,RtbHouse,rtbhouse,398.31,26696,550,403,1,1
1676,2020-03-19,Silverpop,emailing,1290.32,0,0,1206,19,18
1677,2020-03-19,Sklik,notset,0.0,0,0,1,0,0
1678,2020-03-19,Sklik,sklik_bra,53.4,120,87,99,3,3
1679,2020-03-19,Sklik,sklik_pla,173.5,3130,44,44,1,1
1680,2020-03-19,Sklik,sklik_rem,292.08,14547,94,131,1,1
1681,2020-03-19,Sklik,sklik_sea,103.24,640,40,41,0,0
1682,2020-03-19,ZboziCz,zbozi,337.65,1929,31,32,1,1
1683,2020-03-19,unpaid,direct,0.0,0,0,444,5,5
1684,2020-03-19,unpaid,facebook,0.0,0,0,20,0,0
1685,2020-03-19,unpaid,internal,0.0,0,0,437,0,0
1686,2020-03-19,unpaid,notset,0.0,0,0,28,2,2
1687,2020-03-19,unpaid,organic,0.0,0,0,438,6,6
1688,2020-03-19,unpaid,referral,0.0,0,0,71,1,1
1689,2020-03-19,unpaid,referralradiobeat,0.0,0,0,1,0,0
1690,2020-03-20,AdWords,adwords_bra,114.5,260,162,184,5,5
1691,2020-03-20,AdWords,adwords_pla,7422.69,140290,1595,1676,39,37
1692,2020-03-20,AdWords,adwords_rem,813.29,20297,161,168,2,2
1693,2020-03-20,AdWords,adwords_sea,24.240000000000002,281,12,12,0,0
1694,2020-03-20,FacebookBusinessAdsManager,facebook,52.87,1662,57,0,0,0
1695,2020-03-20,FirmyCz,zbozi,80.54,705,1,3,0,0
1696,2020-03-20,HeurekaCz,heureka,79.4,0,21,28,1,1
1697,2020-03-20,Not tracked,notset,0.0,0,0,0,13,6
1698,2020-03-20,RtbHouse,rtbhouse,1702.19,23842,483,348,6,6
1699,2020-03-20,Silverpop,emailing,1290.32,0,0,1491,29,28
1700,2020-03-20,Sklik,sklik_bra,44.3,91,53,58,2,2
1701,2020-03-20,Sklik,sklik_pla,174.8,2974,46,47,0,0
1702,2020-03-20,Sklik,sklik_rem,330.3,16006,111,138,0,0
1703,2020-03-20,Sklik,sklik_sea,81.52,441,33,33,0,0
1704,2020-03-20,ZboziCz,zbozi,284.37,1915,43,40,1,1
1705,2020-03-20,unpaid,direct,0.0,0,0,500,4,4
1706,2020-03-20,unpaid,display,0.0,0,0,1,0,0
1707,2020-03-20,unpaid,facebook,0.0,0,0,20,0,0
1708,2020-03-20,unpaid,internal,0.0,0,0,440,1,1
1709,2020-03-20,unpaid,notset,0.0,0,0,15,0,0
1710,2020-03-20,unpaid,organic,0.0,0,0,417,11,10
1711,2020-03-20,unpaid,referral,0.0,0,0,83,1,1
1712,2020-03-21,AdWords,adwords_bra,97.79,314,165,207,2,2
1713,2020-03-21,AdWords,adwords_pla,10491.789999999999,173357,2359,2377,36,34
1714,2020-03-21,AdWords,adwords_rem,923.33,22652,200,212,0,0
1715,2020-03-21,AdWords,adwords_sea,50.07,342,25,36,0,0
1716,2020-03-21,FirmyCz,zbozi,80.54,629,1,3,0,0
1717,2020-03-21,HeurekaCz,heureka,100.3,0,30,35,3,3
1718,2020-03-21,Not tracked,notset,0.0,0,0,0,16,8
1719,2020-03-21,RtbHouse,rtbhouse,5993.11,26555,828,561,6,5
1720,2020-03-21,Silverpop,emailing,1290.32,0,0,1271,16,15
1721,2020-03-21,Sklik,notset,0.0,0,0,1,0,0
1722,2020-03-21,Sklik,sklik_bra,64.6,158,96,99,6,5
1723,2020-03-21,Sklik,sklik_pla,208.1,3269,53,52,2,2
1724,2020-03-21,Sklik,sklik_rem,363.87,15132,126,175,3,3
1725,2020-03-21,Sklik,sklik_sea,134.28,584,57,54,1,1
1726,2020-03-21,ZboziCz,zbozi,587.68,2952,68,69,1,1
1727,2020-03-21,unpaid,direct,0.0,0,0,484,2,2
1728,2020-03-21,unpaid,facebook,0.0,0,0,64,1,1
1729,2020-03-21,unpaid,internal,0.0,0,0,538,0,0
1730,2020-03-21,unpaid,notset,0.0,0,0,18,0,0
1731,2020-03-21,unpaid,organic,0.0,0,0,547,9,8
1732,2020-03-21,unpaid,referral,0.0,0,0,86,1,1
1733,2020-03-22,AdWords,adwords_bra,90.26,330,202,232,12,11
1734,2020-03-22,AdWords,adwords_pla,14099.85,230281,3071,3142,45,43
1735,2020-03-22,AdWords,adwords_rem,882.36,28448,229,249,0,0
1736,2020-03-22,AdWords,adwords_sea,30.41,418,20,31,1,1
1737,2020-03-22,FirmyCz,zbozi,80.54,771,5,2,0,0
1738,2020-03-22,HeurekaCz,heureka,154.7,0,40,61,2,2
1739,2020-03-22,Not tracked,notset,0.0,0,0,0,17,6
1740,2020-03-22,RtbHouse,rtbhouse,2395.91,28924,696,525,2,2
1741,2020-03-22,Silverpop,emailing,1290.32,0,0,564,23,23
1742,2020-03-22,Sklik,sklik_bra,58.5,158,93,109,2,2
1743,2020-03-22,Sklik,sklik_pla,227.5,3617,62,62,1,1
1744,2020-03-22,Sklik,sklik_rem,415.4,15435,148,204,0,0
1745,2020-03-22,Sklik,sklik_sea,206.17999999999998,722,89,87,0,0
1746,2020-03-22,ZboziCz,zbozi,455.36,3371,75,58,1,1
1747,2020-03-22,unpaid,direct,0.0,0,0,501,9,9
1748,2020-03-22,unpaid,facebook,0.0,0,0,158,0,0
1749,2020-03-22,unpaid,internal,0.0,0,0,600,0,0
1750,2020-03-22,unpaid,notset,0.0,0,0,17,0,0
1751,2020-03-22,unpaid,organic,0.0,0,0,597,5,5
1752,2020-03-22,unpaid,referral,0.0,0,0,83,0,0
1753,2020-03-23,AdWords,adwords_bra,163.27,400,204,232,0,0
1754,2020-03-23,AdWords,adwords_pla,10642.37,196012,2244,2312,0,0
1755,2020-03-23,AdWords,adwords_rem,244.33,8998,74,97,0,0
1756,2020-03-23,AdWords,adwords_sea,20.580000000000002,353,12,25,0,0
1757,2020-03-23,FacebookBusinessAdsManager,facebook,282.84,18787,337,0,0,0
1758,2020-03-23,FirmyCz,zbozi,80.54,982,4,3,0,0
1759,2020-03-23,HeurekaCz,heureka,109.6,0,29,58,0,0
1760,2020-03-23,RtbHouse,rtbhouse,1709.93,21819,500,371,0,0
1761,2020-03-23,Silverpop,emailing,0.0,0,0,1796,0,0
1762,2020-03-23,Sklik,sklik_bra,81.9,161,117,128,0,0
1763,2020-03-23,Sklik,sklik_pla,217.1,3379,60,63,0,0
1764,2020-03-23,Sklik,sklik_rem,353.58,24726,116,160,0,0
1765,2020-03-23,Sklik,sklik_sea,130.3,797,52,51,0,0
1766,2020-03-23,ZboziCz,zbozi,681.48,2838,68,68,0,0
1767,2020-03-23,unpaid,direct,0.0,0,0,552,0,0
1768,2020-03-23,unpaid,facebook,0.0,0,0,73,0,0
1769,2020-03-23,unpaid,internal,0.0,0,0,601,0,0
1770,2020-03-23,unpaid,notset,0.0,0,0,27,0,0
1771,2020-03-23,unpaid,organic,0.0,0,0,598,0,0
1772,2020-03-23,unpaid,referral,0.0,0,0,105,0,0
1773,2020-03-24,AdWords,adwords_bra,212.06,407,215,238,0,0
1774,2020-03-24,AdWords,adwords_pla,12876.789999999999,230425,2587,2652,0,0
1775,2020-03-24,AdWords,adwords_rem,0.0,5292,56,61,0,0
1776,2020-03-24,AdWords,adwords_sea,35.69,382,13,13,0,0
1777,2020-03-24,FacebookBusinessAdsManager,facebook,197.98,18561,222,0,0,0
1778,2020-03-24,FirmyCz,zbozi,80.54,905,0,2,0,0
1779,2020-03-24,HeurekaCz,heureka,121.8,0,35,58,0,0
1780,2020-03-24,RtbHouse,rtbhouse,0.0,21972,453,339,0,0
1781,2020-03-24,Silverpop,emailing,0.0,0,0,1655,0,0
1782,2020-03-24,Sklik,sklik_bra,49.71,118,81,105,0,0
1783,2020-03-24,Sklik,sklik_pla,172.0,3152,43,42,0,0
1784,2020-03-24,Sklik,sklik_rem,321.4,16247,115,171,0,0
1785,2020-03-24,Sklik,sklik_sea,136.44,685,56,55,0,0
1786,2020-03-24,ZboziCz,zbozi,413.97,2842,62,60,0,0
1787,2020-03-24,unpaid,direct,0.0,0,0,524,0,0
1788,2020-03-24,unpaid,facebook,0.0,0,0,40,0,0
1789,2020-03-24,unpaid,internal,0.0,0,0,592,0,0
1790,2020-03-24,unpaid,notset,0.0,0,0,26,0,0
1791,2020-03-24,unpaid,organic,0.0,0,0,698,0,0
1792,2020-03-24,unpaid,referral,0.0,0,0,102,0,0
1793,2020-03-25,AdWords,adwords_bra,216.18,401,228,253,0,0
1794,2020-03-25,AdWords,adwords_pla,10928.52,205816,2294,2358,0,0
1795,2020-03-25,AdWords,adwords_rem,700.0,4997,51,65,0,0
1796,2020-03-25,AdWords,adwords_sea,43.66,397,19,22,0,0
